Group,Song,Lyrics
A,For Starters,"

Well we did this once before, and we're giving it some more 
And it's OK to be as you are you know 
It's always five on one and you notice when we're done 
That nobody got hurt, you're the same as what you were you know 
 
I've got something for starters, throw it up in the air 
And I bet you don't care, we're getting louder 
 
It sounds ok to me on the desk at ICP 
Roll the tape 'cos we're rocking album two 
And our manager don't mind, 'cos we put all that behind 
We've got another bite and you know the time is right to rock for you 
 
I've got something for starters, throw it up in the air 
And I bet you don't care, we're getting louder 
 
Hey, it's another day in ""A"" 
I'm proud to be myself 'cause rock me this way 
I've got plenty more to say, so let me clear my throat 
 
Cause I'm not cool Britannia 
Not getting any younger, they hate me in NME 
I don't care where you've been 
I don't care for your scene, you make me feel like an amputee 
 
I've got something for starters, throw it up in the air 
And I bet you don't care, we're getting loud
"
A,Monkey Kong,"

There's nothing real about your fight 
There's nothing in the shit you write 
You've got charisma in your hair 
The make-up lady put in there.. and it's 
 
One, one plus two is three, can't we get along? ((1+2+3+4)x(2+2+3+4)x(2x3)+(2+4) = 666) 
Bring it on the Monkey Kong, it's just a name they got it wrong 
 
Every second every day, every minute that you waste 
You're not everything you seem 
Keep on fighting for the right, keep on rocking every night 
That's exactly what I mean 
It's all gone wrong, they called it Monkey Kong 
 
You're the captain of the team 
You're the new king of the scene 
You hire a guy to keep you punk 
Laugh it up 'cause you don't know you're sunk 
 
And Its One, one plus two is three, can't we get along? ((1+2+3+4)x(2+2+3+4)x(2x3)+(2+4) = 666) 
Bring it on the Monkey Kong, it's just a name they got it wrong 
 
Every second every day, every minute that you waste 
You're not everything you seem 
Keep on fighting for the right, keep on rocking every night 
That's exactly what I mean 
It's all gone wrong, they called it Monkey Kong 
 
How high can you try.... 
How high can you try.... 
How high can you try.... 
How high can you try.... 
How high can you try.... 
How high can you try.... 
How high can you try.... 
How high can you try.... 
 
Every second every day, every minute that you waste 
You're not everything you seem 
Keep on fighting for the right, keep on rocking every night 
That's exactly what I mean 
 
It don't matter what you say, it won't change it anyway 
You're not what you want to be 
Every minute that you waste, when you're taking on the place 
That's exactly what I mean 
It's all gone wrong, they called it Monkey Kong
"
A,A,"

Hey we're gonna be around 
Hey we're gonna work it out 
Hey there's nothing to fight about 
Today we're gonna be about 
 
You hardly know me, you say I'm your best friend 
Everything's ace, it'll work out in the end 
Say that you love us, I don't believe that you want me to stay 
You're hoping that I'll go away 
 
I'm gonna be around 
Hey I'm gonna work it out 
Hey there's plenty to fight about 
No way I'm ever going down 
 
You hardly know me, you say I'm your best friend 
Everything's ace, it'll work out in the end 
Say that you love us, I don't believe that you want me to stay 
You're hoping that I'll go away 
 
You follow me here, follow me there 
You mess me around like you think that I care 
You think that I need you, you think that you own me 
You don't think I see you, you don't think you know me 
You can tell me all the things you want to say 
'Cause I'll get better anyway 
 
You follow me here, follow me there 
You mess me around like you think that I care 
 
You follow me here, follow me there 
You mess me around like you think that I care 
 
You follow me here, follow me there 
You mess me around like you think that I care 
 
You think that I need you, you think that you own me 
You don't think I see you, you don't think you know me 
 
You follow me here, follow me there 
You mess me around like you think that I care 
 
Hey
"
A,Old Folks,"

I don't know I'm born, I'm only young 
I don't have a choice, you know I'm only young 
I'm getting older, I'm getting smaller 
Everybody tells you, ""you've got to walk taller"" 
You did a war, and now you're poor 
And like your friends, you're gonna get it in the end 
You've heard it all before, you can't go on much more 
It's not like I think: 
 
The old folks are losers, they can't work computers 
They die in December time 
 
Can't put it off, you put it on, don't ever stop, it doesn't last long 
The younger folks they don't understand 
Back in the day, you're gonna get it in the end 
You've heard it all before, you can't go on much more 
It's not like I think: 
 
The old folks are losers, they can't work computers 
They die in December time 
Fall down for no reason, the churches are heaving 
The old folks they live their lives 
 
The old folks are losers, they can't work computers 
The old folks are losers, they can't work computers 
 
The old folks are losers, they can't work computers 
They die in December time 
Fall down for no reason, the churches are heaving 
The old folks they live their lives 
 
The old folks are losers, they can't work computers 
They die in December time 
Fall down for no reason, the churches are heaving 
The old folks they live their lives 
 
[Backing for last 2 verses] 
Same as everybody  
It's coming back to haunt me  
It's on all the time  
 
Sitting in the summer  
The days are getting longer  
They don't remember why  
 
A cost to everybody  
They're always sad and lonely  
They live their lives
"
A,Hopper Jonnus Fang,"

I want to feel important, want to think I'm worth it 
Still feeling lame in the end 
Sit in, in the evening talking to my robots 
Still feel the same in the end 
Spend a little time, spend a bit more cash, makes you feel aright 
Want to know the truth, I feel the same as you do 
 
Wake up in the morning, be careful what you ask for 
It's never gonna do in the end 
The telephone is ringing, let 'em do the talking 
It's never gonna do in the end 
 
I want to have a girlfriend, want a bigger garden 
Still feeling lame in the end 
Move to California, sell a million albums 
Still feel the same in the end 
Everybody knows, better than you know, it makes 'em feel alright 
Want to know the truth, feel the same as you do 
 
Wake up in the morning, be careful what you ask for 
It's never gonna do in the end 
The telephone is ringing, let 'em do the talking 
It's never gonna do in the end 
 
[Answering Machine Message] 
 
Wake up in the morning, be careful what you ask for 
It's never gonna do in the end 
The telephone is ringing, let 'em do the talking 
It's never gonna do in the end 
 
You wake up in the morning, be careful what you ask for 
It's never gonna do in the end 
The telephone is ringing, let 'em do the talking 
It's never gonna do in the end
"
A,Summer On The Underground,"

It's summer on the underground 
So much sweat a man could drown 
There's a panic on the overland 
And London Bridge is falling down 
 
The temperature is 92 
It's baking in the vocal booth 
All the tourists come in June 
There's so many you can't move 
There's people getting rich today 
There's people that they've got to pay 
There's lots of places I could go 
We should be rocking in the studio 
 
Don't feel like working today, I feel like getting away 
Don't feel like driving today, I feel like getting away 
 
Dalston is a wicked place 
At weekends it gets off its face 
And everybody calls you mate 
But do they really want to know? 
The drinks machine is running out 
And please don't use that ticket touts 
The ladies have it all on show 
We should be rocking in the studio 
 
Don't feel like working today, I feel like getting away 
Don't feel like driving today, I feel like getting away 
 
On my feet for a week thinking nobody cares 
And I can't get to sleep thinking nobody shares 
Are you taking to me? Get out of the way 
We walk on the left and good manners are free 
You don't have to pay 
You know you just can't see, everything in a day, 
Yeah I'm talking to you! Me? Yeah yeah I know 
 
Back Here On The Underground 
Back Here On The Underground 
Back Here On The Underground 
Back Here On The Underground
"
A,Warning,"

It's a warning, that's as far as we go 
Warning, that's as far as we go 
 
Save it for the Jury, 'cause I don't care anymore 
You're not even worthy 
 
It's a warning, that's as far as we go 
Warning, that's as far as we go 
 
I don't even know you, I don't even want to know 
'Cause I think you're mental 
 
It's a warning, that's as far as we go  
Warning, that's as far as we go 
Warning, that's as far as we go 
Warning, that's as far as we go.... go....go 
Thats As Far As We Go
"
A,"If It Ain't Broke, Fix It Anyway","

Coming back at you, record number two, what a way to start the day 
Thinking big enough, with a stronger look 
Got no back up plan in case we blow it 
 
It's all the same old stuff, they think it's good enough 
""It works"" and nobody gets hurt 
It happens every time, like anybody minds 
They're telling me, ""it's just the way it works"" 
 
Too much work to do, rocking new improved, keep it in the family 
It's not over, 'till it's over anyway 
It ain't broke so fix it anyway 
 
Got a second chance and a fresh advance, what a way to start the week 
Sack the formula, there's no need to bother 
Got no backup plan, so let's not blow it up 
 
It's all the same old stuff, they think it's good enough 
""It works"" and nobody gets hurt 
It happens every time, like anybody minds 
They're telling me, ""it's just the way it works"" 
 
It's not over, 'till it's over anyway 
It's not over, 'till it's over anyway 
It's not over, 'till it's over anyway 
It's not over, 'till it's over anyway 
It ain't broke so fix it anyway 
Fix it anyway
"
A,I Love Lake Tahoe,"

Four long years ago, searching for the snow 
We found the Tahoe lakes, just about the perfect place 
50 Runs at 'Heavenly', and the nights at 'Squaw Valley' 
Yeah, the trees are pretty wide, ""That's where Sonny bono died"" 
 
All is quiet on New Years day, think I'll try and impress my mates 
So I jump into the lake, I won't do that again, here we go again.... 
 
The south shore has the lot, and last month Dave Lee Roth did a solo spot 
And some German bloke got shot, every year we say the same 
""Try somewhere different for a change"", but we jump on to the plane 
Yeah, here we go again
"
A,Don't Be Punks,"

[Answering Machine Message] 
 
Alright There Jason....theres somebody on the telly... on 15 to 1 right now, called Adam 
Perrys had sex with 3 Thousand People..... The End 
 
IT'S A 
 
Buy a junk, delay that moon, you think we feel the need to prove 
That we play the fucking tunes, while you're the one that's fucking you 
Now if you'd ever spared a day, at these things that don't fucking go away 
You can see that our contract says that we get to do this our own way 
 
Who can't challenge what you do? Don't be punks! 
Who can't challenge where to go? Don't be punks! 
And when will we change our tune? Don't be punks! 
You can't tell 'em when and much! Don't be punks! 
 
At this point you fucking loser, you don't have a fucking opinion
"
